caption,label
Not perfect but overall satisfied with the purchase.,Fake
I have used it for a week and it performs reasonably well.,Real
This product will change your life instantly! 100% guaranteed results!!! surprisingly good,Fake
Not perfect but overall satisfied with the purchase.,Real
Not perfect but overall satisfied with the purchase.,Real
Secret formula companies don't want you to know about! seems okay,Fake
"Best product ever created, nothing else even comes close! after some testing",Real
Limited time miracle cure that works for everyone! worth the money,Real
Delivery was fast and the item works as expected.,Real
This product will change your life instantly! 100% guaranteed results!!!,Fake
Build quality seems fine and setup was straightforward.,Real
Doctors hate this one trick! Buy now and see miracles.,Real
I have used it for a week and it performs reasonably well.,Fake
Secret formula companies don't want you to know about!,Real
The product works as described and arrived on time.,Fake
Limited time miracle cure that works for everyone! after some testing,Fake
Limited time miracle cure that works for everyone! works great,Fake
The product works as described and arrived on time.,Real
"Best product ever created, nothing else even comes close! maybe",Real
Not perfect but overall satisfied with the purchase. worth the money,Real
Quality is decent for the price and packaging was good.,Real
The product works as described and arrived on time.,Fake
The product matches the description and feels durable.,Real
Secret formula companies don't want you to know about!,Fake
I have used it for a week and it performs reasonably well. worth the money,Real
Build quality seems fine and setup was straightforward.,Real
Doctors hate this one trick! Buy now and see miracles.,Real
Earn amazing results overnight with this unbelievable product. not sure yet,Fake
Secret formula companies don't want you to know about!,Fake
The product matches the description and feels durable.,Real
Instant transformation guaranteed or your money back!,Fake
Limited time miracle cure that works for everyone! my friend suggested it,Fake
This product will change your life instantly! 100% guaranteed results!!! maybe,Fake
I have used it for a week and it performs reasonably well. seems okay,Real
Limited time miracle cure that works for everyone!,Fake
The product matches the description and feels durable.,Real
Doctors hate this one trick! Buy now and see miracles.,Fake
Delivery was fast and the item works as expected. a bit expensive,Real
This product will change your life instantly! 100% guaranteed results!!!,Fake
Not perfect but overall satisfied with the purchase.,Fake
"Best product ever created, nothing else even comes close! my friend suggested it",Fake
The product does its job although there are minor issues. my friend suggested it,Real
"Shocking results in just one day, don't miss this offer!",Fake
Not perfect but overall satisfied with the purchase.,Real
The product works as described and arrived on time. not sure yet,Fake
Instant transformation guaranteed or your money back!,Fake
Build quality seems fine and setup was straightforward.,Real
Build quality seems fine and setup was straightforward.,Real
Earn amazing results overnight with this unbelievable product.,Fake
Earn amazing results overnight with this unbelievable product.,Real
The product matches the description and feels durable.,Real
Earn amazing results overnight with this unbelievable product. worth the money,Fake
Earn amazing results overnight with this unbelievable product.,Fake
Quality is decent for the price and packaging was good. a bit expensive,Real
Not perfect but overall satisfied with the purchase. works great,Real
Delivery was fast and the item works as expected.,Real
Limited time miracle cure that works for everyone!,Fake
"Shocking results in just one day, don't miss this offer!",Fake
